,日期,时间,河名,站号,站名,水位,水势,比昨日</br>+涨-落,流量,设防</br>水位,警戒</br>水位,最高</br>水位
2858,2020-07-03,03:00,长江,60803000,武隆,187.04,5,-1.12,8110,--,--,--
2859,2020-07-03,03:00,汉江,61801300,安康,237.05,4,0.13,999,--,--,259.26
2860,2020-07-03,03:00,长江,60107300,宜昌,50.25,4,0.55,35900,52.00,53.00,55.92
2861,2020-07-03,03:00,汉江,61801700,白河,173.72,5,0.21,1410,--,187.00,196.63
2862,2020-07-03,03:00,长江,60107400,枝城,46.43,4,0.71,39900,48.00,49.00,50.75
2863,2020-07-03,03:00,汉江,61802800,黄家港,89.29,5,0.23,1290,--,--,96.45
2864,2020-07-03,03:00,长江,60108300,沙市,41.46,6,0.63,34700,42.00,43.00,45.22
2865,2020-07-03,03:00,汉江,61803400,襄阳,64.77,6,0.09,,65.50,67.00,71.71
2866,2020-07-03,03:00,长江,60110500,监利,35.03,5,0.35,32000,34.50,35.50,38.31
2867,2020-07-03,03:00,汉江,61803500,宜城,52.46,5,0.24,,56.50,57.50,61.45
2868,2020-07-03,03:00,长江,60111200,莲花塘,31.84,4,0.22,,--,32.50,35.80
2869,2020-07-03,03:00,汉江,61804110,皇庄,43.22,5,0.02,2490,47.00,48.00,52.30
2870,2020-07-03,03:00,长江,60111300,螺山,30.89,5,0.30,44800,31.00,32.00,34.95
2871,2020-07-03,03:00,汉江,61804210,沙洋,38.23,4,-0.02,,40.80,41.80,44.50
2872,2020-07-03,03:00,长江,60112200,汉口,25.68,5,0.32,47600,25.00,27.30,29.73
2873,2020-07-03,03:00,汉江,61804400,岳口,31.95,4,-0.30,,36.90,37.90,40.62
2874,2020-07-03,03:00,长江,60112900,黄石,22.19,5,0.33,,22.80,24.50,26.39
2875,2020-07-03,03:00,汉江,61804600,仙桃,29.84,6,-0.24,2830,34.10,35.10,36.24
2876,2020-07-03,03:00,长江,60113205,码头镇,19.74,5,0.27,,20.50,21.50,24.04
2877,2020-07-03,03:00,汉江,61804710,汉川,27.59,6,0.06,,28.00,29.00,32.09
2878,2020-07-03,03:00,长江,60113400,九江,18.80,5,0.29,52100,19.50,20.00,23.03
2879,2020-07-03,03:00,汉江,61802700,丹江口水库,159.88,6,0.04,1770(出),--,--,--
2880,2020-07-03,03:00,长江,60106980,三峡水库,148.45,5,2.17,34500(出),--,--,--
2881,2020-07-03,03:00,清江,61002791,水布垭,392.44,5,0.94,,--,--,--
2882,2020-07-03,03:00,洞庭湖,61512000,城陵矶,31.97,4,0.22,16100,--,32.50,35.94
2883,2020-07-03,03:00,清江,61003101,隔河岩,,,0.00,,--,--,--
2884,2020-07-03,03:00,鄱阳湖,62601600,湖口,18.24,6,0.27,2790,--,19.50,22.59
2885,2020-07-03,03:00,沮漳河,60908000,河溶,44.80,5,1.48,445,47.50,48.50,50.49
2886,2020-07-03,03:00,湘江,61102000,湘潭,32.72,,0.08,,--,38.00,41.95
2887,2020-07-03,03:00,东荆河,62213000,潜江,33.27,4,-0.28,324,38.40,39.70,42.09
2888,2020-07-03,03:00,资水,61202100,桃江,33.65,4,33.65,742,--,39.20,44.44
2889,2020-07-03,03:00,汉北河,62206900,天门,28.88,5,1.23,278,28.30,29.30,31.35
2890,2020-07-03,03:00,沅水,61302800,桃源,38.47,5,0.44,8320,--,42.50,47.37
2891,2020-07-03,03:00,大富水,62209400,应城,27.40,5,0.65,,27.50,29.00,33.01
2892,2020-07-03,03:00,澧水,61400900,石门,55.46,6,2.69,4350,--,58.50,62.66
2893,2020-07-03,03:00,环水,62205600,花园,32.59,6,-0.11,61.3,--,37.50,39.95
2894,2020-07-03,03:00,松滋河,61500300,新江口,43.63,4,0.87,3860,43.00,44.00,46.18
2895,2020-07-03,03:00,环水,62205800,孝感,26.67,6,-0.06,,26.50,27.50,32.28
2896,2020-07-03,03:00,松滋河,61501200,沙道观,43.33,6,0.78,1310,43.00,44.00,45.51
2897,2020-07-03,03:00,府河,62201400,隔蒲潭,26.86,6,-0.05,424,29.50,30.50,33.57
2898,2020-07-03,03:00,藕池河,61502200,管家铺,37.07,5,0.33,2140,37.50,38.50,40.28
2899,2020-07-03,03:00,府澴河,62201800,卧龙潭,26.13,5,-0.08,,26.50,27.00,31.19
2900,2020-07-03,03:00,藕池河,61501800,康家岗,37.05,5,0.31,58.3,37.50,38.50,40.44
2901,2020-07-03,03:00,富水,61607000,阳新,20.36,5,0.28,,20.00,21.50,23.69
2902,2020-07-03,03:00,虎渡河,61501500,弥陀寺,41.39,6,0.64,1060,42.00,43.00,44.90
2903,2020-07-03,03:00,滠水,61609400,黄陂,25.62,6,0.63,,25.00,26.00,29.31
2904,2020-07-03,03:00,长湖,61014500,长湖,32.07,5,0.25,,31.50,32.50,33.46
2905,2020-07-03,03:00,倒水,61610600,李家集,26.35,6,1.65,,26.30,28.00,30.76
2906,2020-07-03,03:00,洪湖,61018000,挖沟咀,25.49,6,0.10,,25.80,26.20,27.46
2907,2020-07-03,03:00,举水,61612400,柳子港,25.90,5,1.35,474,28.00,29.00,33.58
2908,2020-07-03,03:00,刁汊湖,62210820,余家咀,24.71,5,0.45,,25.00,25.70,--
2909,2020-07-03,03:00,巴水,61615600,马家潭,23.65,5,0.96,1330,--,--,--
2910,2020-07-03,03:00,斧头湖,61714000,三洲,21.84,5,0.17,,21.50,22.80,24.59
2911,2020-07-03,03:00,蕲水,61619600,西河驿,21.47,5,0.40,92.9,--,--,--
2912,2020-07-03,04:00,长江,60105400,寸滩,172.24,4,-1.66,26900,--,--,--
2913,2020-07-03,04:00,梁子湖,61602600,梁子镇,18.70,6,0.13,,19.00,20.50,21.49
2914,2020-07-03,04:00,长江,60803000,武隆,186.99,4,-2.06,8080,--,--,--
2915,2020-07-03,04:00,汉江,61801300,安康,236.96,4,0.06,938,--,--,259.26
2916,2020-07-03,04:00,长江,60107300,宜昌,50.29,5,0.56,36000,52.00,53.00,55.92
2917,2020-07-03,04:00,汉江,61801700,白河,173.74,5,0.12,1420,--,187.00,196.63
2918,2020-07-03,04:00,长江,60107400,枝城,46.37,4,0.65,39400,48.00,49.00,50.75
2919,2020-07-03,04:00,汉江,61802800,黄家港,89.19,4,0.18,1180,--,--,96.45
2920,2020-07-03,04:00,长江,60108300,沙市,41.46,6,0.62,34600,42.00,43.00,45.22
2921,2020-07-03,04:00,汉江,61803400,襄阳,64.78,5,0.09,,65.50,67.00,71.71
2922,2020-07-03,04:00,长江,60110500,监利,35.06,5,0.38,32100,34.50,35.50,38.31
2923,2020-07-03,04:00,汉江,61803500,宜城,52.46,6,0.27,,56.50,57.50,61.45
2924,2020-07-03,04:00,长江,60111200,莲花塘,31.90,5,0.31,,--,32.50,35.80
2925,2020-07-03,04:00,汉江,61804110,皇庄,43.21,4,0.01,2480,47.00,48.00,52.30
2926,2020-07-03,04:00,长江,60111300,螺山,30.89,6,0.29,45200,31.00,32.00,34.95
2927,2020-07-03,04:00,汉江,61804210,沙洋,38.23,6,-0.02,,40.80,41.80,44.50
2928,2020-07-03,04:00,长江,60112200,汉口,25.70,5,0.32,47700,25.00,27.30,29.73
2929,2020-07-03,04:00,汉江,61804400,岳口,31.96,5,-0.30,,36.90,37.90,40.62
2930,2020-07-03,04:00,长江,60112900,黄石,22.20,5,0.32,,22.80,24.50,26.39
2931,2020-07-03,04:00,汉江,61804600,仙桃,29.83,4,-0.23,2830,34.10,35.10,36.24
2932,2020-07-03,04:00,长江,60113205,码头镇,19.76,5,0.28,,20.50,21.50,24.04
2933,2020-07-03,04:00,汉江,61804710,汉川,27.60,5,0.08,,28.00,29.00,32.09
2934,2020-07-03,04:00,长江,60113400,九江,18.82,5,0.30,52100,19.50,20.00,23.03
2935,2020-07-03,04:00,汉江,61802700,丹江口水库,159.89,5,0.05,1140(出),--,--,--
2936,2020-07-03,04:00,长江,60106980,三峡水库,148.54,5,2.26,34500(出),--,--,--
2937,2020-07-03,04:00,清江,61002791,水布垭,392.49,5,1.01,,--,--,--
2938,2020-07-03,04:00,洞庭湖,61512000,城陵矶,31.99,5,0.27,16100,--,32.50,35.94
2939,2020-07-03,04:00,清江,61003101,隔河岩,,,0.00,,--,--,--
2940,2020-07-03,04:00,鄱阳湖,62601600,湖口,18.27,5,0.28,2820,--,19.50,22.59
2941,2020-07-03,04:00,沮漳河,60908000,河溶,44.92,5,1.63,457,47.50,48.50,50.49
2942,2020-07-03,04:00,湘江,61102000,湘潭,32.75,,0.10,,--,38.00,41.95
2943,2020-07-03,04:00,东荆河,62213000,潜江,33.25,4,-0.27,323,38.40,39.70,42.09
2944,2020-07-03,04:00,资水,61202100,桃江,33.54,4,33.54,687,--,39.20,44.44
2945,2020-07-03,04:00,汉北河,62206900,天门,28.91,5,1.28,279,28.30,29.30,31.35
2946,2020-07-03,04:00,沅水,61302800,桃源,38.54,5,0.47,8410,--,42.50,47.37
2947,2020-07-03,04:00,大富水,62209400,应城,27.43,5,0.69,,27.50,29.00,33.01
2948,2020-07-03,04:00,澧水,61400900,石门,55.47,5,2.90,4370,--,58.50,62.66
2949,2020-07-03,04:00,环水,62205600,花园,32.60,5,-0.08,62.6,--,37.50,39.95
2950,2020-07-03,04:00,松滋河,61500300,新江口,43.63,6,0.87,3840,43.00,44.00,46.18
2951,2020-07-03,04:00,环水,62205800,孝感,26.69,5,-0.01,,26.50,27.50,32.28
2952,2020-07-03,04:00,松滋河,61501200,沙道观,43.33,6,0.77,1310,43.00,44.00,45.51
2953,2020-07-03,04:00,府河,62201400,隔蒲潭,26.86,6,-0.02,424,29.50,30.50,33.57
2954,2020-07-03,04:00,藕池河,61502200,管家铺,37.07,6,0.33,2140,37.50,38.50,40.28
2955,2020-07-03,04:00,府澴河,62201800,卧龙潭,26.13,6,-0.06,,26.50,27.00,31.19
2956,2020-07-03,04:00,藕池河,61501800,康家岗,37.07,5,0.32,58.3,37.50,38.50,40.44
2957,2020-07-03,04:00,富水,61607000,阳新,20.38,5,0.29,,20.00,21.50,23.69
2958,2020-07-03,04:00,虎渡河,61501500,弥陀寺,41.40,5,0.65,1060,42.00,43.00,44.90
2959,2020-07-03,04:00,滠水,61609400,黄陂,25.62,6,0.64,,25.00,26.00,29.31
2960,2020-07-03,04:00,长湖,61014500,长湖,32.08,5,0.27,,31.50,32.50,33.46
2961,2020-07-03,04:00,倒水,61610600,李家集,26.40,4,1.74,,26.30,28.00,30.76
2962,2020-07-03,04:00,洪湖,61018000,挖沟咀,25.49,6,0.10,,25.80,26.20,27.46
2963,2020-07-03,04:00,举水,61612400,柳子港,26.21,5,1.67,548,28.00,29.00,33.58
2964,2020-07-03,04:00,刁汊湖,62210820,余家咀,24.73,5,0.49,,25.00,25.70,--
2965,2020-07-03,04:00,巴水,61615600,马家潭,23.73,4,1.03,1370,--,--,--
2966,2020-07-03,04:00,斧头湖,61714000,三洲,21.84,6,0.17,,21.50,22.80,24.59
2967,2020-07-03,04:00,蕲水,61619600,西河驿,21.50,5,0.41,93.3,--,--,--
2968,2020-07-03,05:00,长江,60105400,寸滩,172.12,4,-1.86,26600,--,--,--
2969,2020-07-03,05:00,梁子湖,61602600,梁子镇,18.71,5,0.14,,19.00,20.50,21.49
2970,2020-07-03,05:00,长江,60803000,武隆,187.22,5,-2.52,8220,--,--,--
2971,2020-07-03,05:00,汉江,61801300,安康,236.90,4,0.01,899,--,--,259.26
2972,2020-07-03,05:00,长江,60107300,宜昌,50.24,4,0.50,35900,52.00,53.00,55.92
2973,2020-07-03,05:00,汉江,61801700,白河,173.74,6,0.07,1420,--,187.00,196.63
2974,2020-07-03,05:00,长江,60107400,枝城,46.36,4,0.63,39500,48.00,49.00,50.75
2975,2020-07-03,05:00,汉江,61802800,黄家港,89.00,4,0.07,967,--,--,96.45
2976,2020-07-03,05:00,长江,60108300,沙市,41.46,6,0.61,34600,42.00,43.00,45.22
2977,2020-07-03,05:00,汉江,61803400,襄阳,64.79,5,0.08,,65.50,67.00,71.71
2978,2020-07-03,05:00,长江,60110500,监利,35.07,5,0.37,31900,34.50,35.50,38.31
2979,2020-07-03,05:00,汉江,61803500,宜城,52.47,5,0.31,,56.50,57.50,61.45
2980,2020-07-03,05:00,长江,60111200,莲花塘,31.87,4,0.23,,--,32.50,35.80
2981,2020-07-03,05:00,汉江,61804110,皇庄,43.22,5,0.02,2490,47.00,48.00,52.30
2982,2020-07-03,05:00,长江,60111300,螺山,30.93,5,0.31,44500,31.00,32.00,34.95
2983,2020-07-03,05:00,汉江,61804210,沙洋,38.22,4,-0.02,,40.80,41.80,44.50
2984,2020-07-03,05:00,长江,60112200,汉口,25.70,6,0.33,47700,25.00,27.30,29.73
2985,2020-07-03,05:00,汉江,61804400,岳口,31.94,4,-0.26,,36.90,37.90,40.62
2986,2020-07-03,05:00,长江,60112900,黄石,22.22,5,0.33,,22.80,24.50,26.39
2987,2020-07-03,05:00,汉江,61804600,仙桃,29.82,4,-0.22,2820,34.10,35.10,36.24
2988,2020-07-03,05:00,长江,60113205,码头镇,19.76,6,0.28,,20.50,21.50,24.04
2989,2020-07-03,05:00,汉江,61804710,汉川,27.61,5,0.10,,28.00,29.00,32.09
2990,2020-07-03,05:00,长江,60113400,九江,18.85,5,0.30,52300,19.50,20.00,23.03
2991,2020-07-03,05:00,汉江,61802700,丹江口水库,159.89,6,0.04,1210(出),--,--,--
2992,2020-07-03,05:00,长江,60106980,三峡水库,148.61,5,2.31,34400(出),--,--,--
2993,2020-07-03,05:00,清江,61002791,水布垭,392.53,5,1.05,,--,--,--
2994,2020-07-03,05:00,洞庭湖,61512000,城陵矶,31.98,4,0.26,16100,--,32.50,35.94
2995,2020-07-03,05:00,清江,61003101,隔河岩,,,-193.27,,--,--,--
2996,2020-07-03,05:00,鄱阳湖,62601600,湖口,18.28,5,0.28,2840,--,19.50,22.59
2997,2020-07-03,05:00,沮漳河,60908000,河溶,45.02,5,1.76,467,47.50,48.50,50.49
2998,2020-07-03,05:00,湘江,61102000,湘潭,32.78,,0.11,,--,38.00,41.95
2999,2020-07-03,05:00,东荆河,62213000,潜江,33.24,4,-0.25,322,38.40,39.70,42.09
3000,2020-07-03,05:00,资水,61202100,桃江,33.63,5,33.63,731,--,39.20,44.44
3001,2020-07-03,05:00,汉北河,62206900,天门,28.94,5,1.32,281,28.30,29.30,31.35
3002,2020-07-03,05:00,沅水,61302800,桃源,38.66,5,0.57,8590,--,42.50,47.37
3003,2020-07-03,05:00,大富水,62209400,应城,27.47,5,0.74,,27.50,29.00,33.01
3004,2020-07-03,05:00,澧水,61400900,石门,55.45,5,2.94,4340,--,58.50,62.66
3005,2020-07-03,05:00,环水,62205600,花园,32.60,6,-0.07,62.6,--,37.50,39.95
3006,2020-07-03,05:00,松滋河,61500300,新江口,43.61,4,0.83,3820,43.00,44.00,46.18
3007,2020-07-03,05:00,环水,62205800,孝感,26.70,5,0.03,,26.50,27.50,32.28
3008,2020-07-03,05:00,松滋河,61501200,沙道观,43.34,5,0.77,1310,43.00,44.00,45.51
3009,2020-07-03,05:00,府河,62201400,隔蒲潭,26.87,5,0.02,426,29.50,30.50,33.57
3010,2020-07-03,05:00,藕池河,61502200,管家铺,37.09,5,0.35,2150,37.50,38.50,40.28
3011,2020-07-03,05:00,府澴河,62201800,卧龙潭,26.14,5,-0.02,,26.50,27.00,31.19
3012,2020-07-03,05:00,藕池河,61501800,康家岗,37.08,5,0.33,58.3,37.50,38.50,40.44
3013,2020-07-03,05:00,富水,61607000,阳新,20.42,5,0.32,,20.00,21.50,23.69
3014,2020-07-03,05:00,虎渡河,61501500,弥陀寺,41.39,4,0.63,1060,42.00,43.00,44.90
3015,2020-07-03,05:00,滠水,61609400,黄陂,25.61,6,0.63,,25.00,26.00,29.31
3016,2020-07-03,05:00,长湖,61014500,长湖,32.10,5,0.29,,31.50,32.50,33.46
3017,2020-07-03,05:00,倒水,61610600,李家集,26.44,6,1.74,,26.30,28.00,30.76
3018,2020-07-03,05:00,洪湖,61018000,挖沟咀,25.49,6,0.11,,25.80,26.20,27.46
3019,2020-07-03,05:00,举水,61612400,柳子港,26.46,5,1.93,609,28.00,29.00,33.58
3020,2020-07-03,05:00,刁汊湖,62210820,余家咀,24.75,5,0.53,,25.00,25.70,--
3021,2020-07-03,05:00,巴水,61615600,马家潭,23.88,5,1.18,1460,--,--,--
3022,2020-07-03,05:00,斧头湖,61714000,三洲,21.85,5,0.18,,21.50,22.80,24.59
3023,2020-07-03,05:00,蕲水,61619600,西河驿,21.52,5,0.42,93.5,--,--,--
3024,2020-07-03,06:00,长江,60105400,寸滩,172.03,4,-2.09,26400,--,--,--
3025,2020-07-03,06:00,梁子湖,61602600,梁子镇,18.72,5,0.15,,19.00,20.50,21.49
3026,2020-07-03,06:00,长江,60803000,武隆,187.13,4,-3.67,8170,--,--,--
3027,2020-07-03,06:00,汉江,61801300,安康,236.89,4,0.01,892,--,--,259.26
3028,2020-07-03,06:00,长江,60107300,宜昌,50.26,5,0.60,35900,52.00,53.00,55.92
3029,2020-07-03,06:00,汉江,61801700,白河,173.71,4,0.27,1410,--,187.00,196.63
3030,2020-07-03,06:00,长江,60107400,枝城,46.34,4,0.58,39400,48.00,49.00,50.75
3031,2020-07-03,06:00,汉江,61802800,黄家港,88.99,4,0.14,957,--,--,96.45
3032,2020-07-03,06:00,长江,60108300,沙市,41.46,6,0.59,34600,42.00,43.00,45.22
3033,2020-07-03,06:00,汉江,61803400,襄阳,64.80,5,0.08,,65.50,67.00,71.71
3034,2020-07-03,06:00,长江,60110500,监利,35.10,5,0.40,31900,34.50,35.50,38.31
3035,2020-07-03,06:00,汉江,61803500,宜城,52.47,6,0.34,,56.50,57.50,61.45
3036,2020-07-03,06:00,长江,60111200,莲花塘,31.96,5,0.29,,--,32.50,35.80
3037,2020-07-03,06:00,汉江,61804110,皇庄,43.21,4,0.01,2480,47.00,48.00,52.30
3038,2020-07-03,06:00,长江,60111300,螺山,30.93,6,0.30,45000,31.00,32.00,34.95
3039,2020-07-03,06:00,汉江,61804210,沙洋,38.22,6,-0.03,,40.80,41.80,44.50
3040,2020-07-03,06:00,长江,60112200,汉口,25.70,6,0.32,47700,25.00,27.30,29.73
3041,2020-07-03,06:00,汉江,61804400,岳口,31.93,4,-0.25,,36.90,37.90,40.62
3042,2020-07-03,06:00,长江,60112900,黄石,22.24,5,0.35,,22.80,24.50,26.39
3043,2020-07-03,06:00,汉江,61804600,仙桃,29.81,4,-0.20,2820,34.10,35.10,36.24
3044,2020-07-03,06:00,长江,60113205,码头镇,19.78,5,0.28,,20.50,21.50,24.04
3045,2020-07-03,06:00,汉江,61804710,汉川,27.61,6,0.11,,28.00,29.00,32.09
3046,2020-07-03,06:00,长江,60113400,九江,18.86,5,0.29,52300,19.50,20.00,23.03
3047,2020-07-03,06:00,汉江,61802700,丹江口水库,159.89,6,0.04,1590(出),--,--,--
3048,2020-07-03,06:00,长江,60106980,三峡水库,148.70,5,2.37,34300(出),--,--,--
3049,2020-07-03,06:00,清江,61002791,水布垭,392.57,5,1.10,,--,--,--
3050,2020-07-03,06:00,洞庭湖,61512000,城陵矶,32.08,5,0.32,16200,--,32.50,35.94
3051,2020-07-03,06:00,清江,61003101,隔河岩,,,0.00,,--,--,--
3052,2020-07-03,06:00,鄱阳湖,62601600,湖口,18.29,5,0.28,2860,--,19.50,22.59
3053,2020-07-03,06:00,沮漳河,60908000,河溶,45.10,5,1.87,475,47.50,48.50,50.49
3054,2020-07-03,06:00,湘江,61102000,湘潭,32.81,,0.13,,--,38.00,41.95
3055,2020-07-03,06:00,东荆河,62213000,潜江,33.24,6,-0.24,322,38.40,39.70,42.09
3056,2020-07-03,06:00,资水,61202100,桃江,33.87,5,0.52,860,--,39.20,44.44
3057,2020-07-03,06:00,汉北河,62206900,天门,28.96,5,1.36,282,28.30,29.30,31.35
3058,2020-07-03,06:00,沅水,61302800,桃源,38.85,5,0.77,8890,--,42.50,47.37
3059,2020-07-03,06:00,大富水,62209400,应城,27.51,5,0.78,,27.50,29.00,33.01
3060,2020-07-03,06:00,澧水,61400900,石门,55.43,4,2.93,4310,--,58.50,62.66
3061,2020-07-03,06:00,环水,62205600,花园,32.60,6,-0.05,62.6,--,37.50,39.95
3062,2020-07-03,06:00,松滋河,61500300,新江口,43.60,4,0.81,3810,43.00,44.00,46.18
3063,2020-07-03,06:00,环水,62205800,孝感,26.71,5,0.06,,26.50,27.50,32.28
3064,2020-07-03,06:00,松滋河,61501200,沙道观,43.33,4,0.75,1300,43.00,44.00,45.51
3065,2020-07-03,06:00,府河,62201400,隔蒲潭,26.86,4,0.04,424,29.50,30.50,33.57
3066,2020-07-03,06:00,藕池河,61502200,管家铺,37.10,5,0.37,2160,37.50,38.50,40.28
3067,2020-07-03,06:00,府澴河,62201800,卧龙潭,26.15,5,0.02,,26.50,27.00,31.19
3068,2020-07-03,06:00,藕池河,61501800,康家岗,37.10,5,0.35,58.4,37.50,38.50,40.44
3069,2020-07-03,06:00,富水,61607000,阳新,20.45,5,0.35,,20.00,21.50,23.69
3070,2020-07-03,06:00,虎渡河,61501500,弥陀寺,41.39,6,0.60,1060,42.00,43.00,44.90
3071,2020-07-03,06:00,滠水,61609400,黄陂,25.48,6,0.49,,25.00,26.00,29.31
3072,2020-07-03,06:00,长湖,61014500,长湖,32.11,5,0.28,,31.50,32.50,33.46
3073,2020-07-03,06:00,倒水,61610600,李家集,26.40,4,1.70,,26.30,28.00,30.76
3074,2020-07-03,06:00,洪湖,61018000,挖沟咀,25.50,5,0.11,,25.80,26.20,27.46
3075,2020-07-03,06:00,举水,61612400,柳子港,26.63,5,2.10,653,28.00,29.00,33.58
3076,2020-07-03,06:00,刁汊湖,62210820,余家咀,24.78,5,0.57,,25.00,25.70,--
3077,2020-07-03,06:00,巴水,61615600,马家潭,23.90,4,1.19,1470,--,--,--
3078,2020-07-03,06:00,斧头湖,61714000,三洲,21.86,5,0.19,,21.50,22.80,24.59
3079,2020-07-03,06:00,蕲水,61619600,西河驿,21.56,5,0.45,94.0,--,--,--
3080,2020-07-03,07:00,长江,60105400,寸滩,171.90,4,-2.29,26100,--,--,--
3081,2020-07-03,07:00,梁子湖,61602600,梁子镇,18.73,5,0.16,,19.00,20.50,21.49
3082,2020-07-03,07:00,长江,60803000,武隆,187.11,4,-4.59,8160,--,--,--
3083,2020-07-03,07:00,汉江,61801300,安康,236.87,4,-0.01,879,--,--,259.26
3084,2020-07-03,07:00,长江,60107300,宜昌,50.21,4,0.55,35800,52.00,53.00,55.92
3085,2020-07-03,07:00,汉江,61801700,白河,173.73,5,0.40,1420,--,187.00,196.63
3086,2020-07-03,07:00,长江,60107400,枝城,46.32,4,0.53,39400,48.00,49.00,50.75
3087,2020-07-03,07:00,汉江,61802800,黄家港,89.12,5,0.32,1100,--,--,96.45
3088,2020-07-03,07:00,长江,60108300,沙市,41.43,4,0.55,34200,42.00,43.00,45.22
3089,2020-07-03,07:00,汉江,61803400,襄阳,64.80,6,0.05,,65.50,67.00,71.71
3090,2020-07-03,07:00,长江,60110500,监利,35.10,6,0.40,31900,34.50,35.50,38.31
3091,2020-07-03,07:00,汉江,61803500,宜城,52.47,6,0.36,,56.50,57.50,61.45
3092,2020-07-03,07:00,长江,60111200,莲花塘,32.00,5,0.32,,--,32.50,35.80
3093,2020-07-03,07:00,汉江,61804110,皇庄,43.22,5,0.01,2490,47.00,48.00,52.30
3094,2020-07-03,07:00,长江,60111300,螺山,30.92,4,0.28,45800,31.00,32.00,34.95
3095,2020-07-03,07:00,汉江,61804210,沙洋,38.22,6,-0.04,,40.80,41.80,44.50
3096,2020-07-03,07:00,长江,60112200,汉口,25.72,5,0.33,47800,25.00,27.30,29.73
3097,2020-07-03,07:00,汉江,61804400,岳口,31.92,4,-0.27,,36.90,37.90,40.62
3098,2020-07-03,07:00,长江,60112900,黄石,22.26,5,0.37,,22.80,24.50,26.39
3099,2020-07-03,07:00,汉江,61804600,仙桃,29.81,6,-0.18,2820,34.10,35.10,36.24
3100,2020-07-03,07:00,长江,60113205,码头镇,19.82,5,0.32,,20.50,21.50,24.04
3101,2020-07-03,07:00,汉江,61804710,汉川,27.62,5,0.13,,28.00,29.00,32.09
3102,2020-07-03,07:00,长江,60113400,九江,18.87,5,0.29,52400,19.50,20.00,23.03
3103,2020-07-03,07:00,汉江,61802700,丹江口水库,159.88,4,0.02,1660(出),--,--,--
3104,2020-07-03,07:00,长江,60106980,三峡水库,148.75,5,2.35,34200(出),--,--,--
3105,2020-07-03,07:00,清江,61002791,水布垭,392.60,5,1.13,,--,--,--
3106,2020-07-03,07:00,洞庭湖,61512000,城陵矶,32.09,5,0.26,16200,--,32.50,35.94
3107,2020-07-03,07:00,清江,61003101,隔河岩,,,0.00,,--,--,--
3108,2020-07-03,07:00,鄱阳湖,62601600,湖口,18.32,5,0.29,2880,--,19.50,22.59
3109,2020-07-03,07:00,沮漳河,60908000,河溶,45.17,5,1.93,482,47.50,48.50,50.49
3110,2020-07-03,07:00,湘江,61102000,湘潭,32.84,,0.15,,--,38.00,41.95
3111,2020-07-03,07:00,东荆河,62213000,潜江,33.23,4,-0.25,322,38.40,39.70,42.09
3112,2020-07-03,07:00,资水,61202100,桃江,34.06,5,34.06,971,--,39.20,44.44
3113,2020-07-03,07:00,汉北河,62206900,天门,28.99,5,1.39,283,28.30,29.30,31.35
3114,2020-07-03,07:00,沅水,61302800,桃源,38.92,5,0.82,8990,--,42.50,47.37
3115,2020-07-03,07:00,大富水,62209400,应城,27.54,5,0.82,,27.50,29.00,33.01
3116,2020-07-03,07:00,澧水,61400900,石门,55.41,6,2.89,4280,--,58.50,62.66
3117,2020-07-03,07:00,环水,62205600,花园,32.60,6,-0.03,62.6,--,37.50,39.95
3118,2020-07-03,07:00,松滋河,61500300,新江口,43.58,4,0.79,3810,43.00,44.00,46.18
3119,2020-07-03,07:00,环水,62205800,孝感,26.71,6,0.09,,26.50,27.50,32.28
3120,2020-07-03,07:00,松滋河,61501200,沙道观,43.34,5,0.76,1300,43.00,44.00,45.51
3121,2020-07-03,07:00,府河,62201400,隔蒲潭,26.87,5,0.08,426,29.50,30.50,33.57
3122,2020-07-03,07:00,藕池河,61502200,管家铺,37.10,6,0.36,2160,37.50,38.50,40.28
3123,2020-07-03,07:00,府澴河,62201800,卧龙潭,26.16,5,0.05,,26.50,27.00,31.19
3124,2020-07-03,07:00,藕池河,61501800,康家岗,37.10,6,0.35,58.4,37.50,38.50,40.44
3125,2020-07-03,07:00,富水,61607000,阳新,20.47,5,0.36,,20.00,21.50,23.69
3126,2020-07-03,07:00,虎渡河,61501500,弥陀寺,41.39,6,0.61,1060,42.00,43.00,44.90
3127,2020-07-03,07:00,滠水,61609400,黄陂,25.36,4,0.37,,25.00,26.00,29.31
3128,2020-07-03,07:00,长湖,61014500,长湖,32.12,5,0.27,,31.50,32.50,33.46
3129,2020-07-03,07:00,倒水,61610600,李家集,26.43,6,1.72,,26.30,28.00,30.76
3130,2020-07-03,07:00,洪湖,61018000,挖沟咀,25.49,4,0.10,,25.80,26.20,27.46
3131,2020-07-03,07:00,举水,61612400,柳子港,26.74,4,2.23,679,28.00,29.00,33.58
3132,2020-07-03,07:00,刁汊湖,62210820,余家咀,24.81,5,0.62,,25.00,25.70,--
3133,2020-07-03,07:00,巴水,61615600,马家潭,23.90,6,1.19,1470,--,--,--
3134,2020-07-03,07:00,斧头湖,61714000,三洲,21.87,5,0.20,,21.50,22.80,24.59
3135,2020-07-03,07:00,蕲水,61619600,西河驿,21.59,5,0.48,94.3,--,--,--
3136,2020-07-03,08:00,长江,60105400,寸滩,171.82,4,-2.45,25900,--,--,--
3137,2020-07-03,08:00,梁子湖,61602600,梁子镇,18.73,6,0.16,,19.00,20.50,21.49
